0,1,2,3,4,5,6
59,ACD,"垄断利润主要是通过垄断组织制定的垄断价格来实现的,当垄断利润形成后,市场价格围绕垄断价格上下波动,垄断资本所获得的高额利润,归根到底来自无产阶级和劳动人民所创造的剩余价值,具体来源有()","通过垄断高价和垄断低价来控制市场,获得非垄断企业的利润",从利润率低的部门转投到利润率高的部门,"通过国家政权对垄斯资本进行再分,将国民收入的一部分变成垄斯资本的收入",加强对其他国家劳动人民的录剥削和掠夺从国外获取利润
60,ABCD,"在资本主义社会里银行垄断资本和工业垄断资本密切地隔融合在一起,产生了一种新型的垄断资本,即金融资本。在金融资本形成的基出上,产生了金鬲融寡头。金鬲融寡头操纵,控制社会的主要方式有()","通过“参与制""实现其在经济领域中的统台","通过同政府的“个人联合""实现其对国家机器的控制",通过政策咨询机构影响和左右内外政策,通过新闻媒体实现国民思想意识的统一性
61,ABCD,"第二次世界大战后,在美国的主导下建立了国际货币体系,亦即布雷顿森林体系,该体系对促进世界经济的恢复和发展发挥了重要作用,但也维护了美国的世界经济霸权地位。20世纪70年代初,由于资本主义发展不平衡的深和国际货币体系内在矛盾的激化,布雷顿森林体系崩渍。随后,西方国家普遍走上金自由化和金鬲融创新的道路。垄断资本主义的金融化程度不断提高的表现有()",金融业在国民经济中的地位大幅上升,"实体经济部门不得不把利润的一部分投向金氟领域,导致金融资本的急剧膨胀","制造业就业人数严重减少,以金融为重要的服务业就业人数逐步增口",虚拟经济越来越脱离实体经济齐
62,ABCD,国家垄断资本主义的主要形式有(),国家所有并直接经营的企业,国家与私人共有、合营企业,国家过多种形式参与私人垄断资本的再生产过程,宏观调节和微观规制
63,ABCD,"国家垄断资本主义是国家政权和私人垄断资本融合在一起的垄断资本主义。第二次世界大战结束以来,在 国家垄断资本主义获得充分发展的同时,资本主义国家通过宏观调节和微观规制对生产、流通、分配和消费各个环节的干预也更加深入。其中,微观规制的类型主要有()",社会经济规制,公共事业规制,公众生活规制,反托拉斯法
64,ABCD,"国家垄断资本主义的主要形式中,国家与私人共有、合营企业,包括()",国有企业将一部分股份出售给私人,国家和私人共同投资开办合营企业,国有企业和私人企业合并,国有企业对私人企业进行参股和国有企业转由私人租赁或承包经莒
65,ABCD,"第二次世界大战后,在所有发达资本主义国家,国家垄断资本主义无论在广度上还是深度上都有了更迅速、更普遍的发展,国家干预深入资本主义的生产、流通、分配和消费的各个环节,国家垄断资本主义作为一种新的垄断资本主义生产关系体系最终得以确立。国家垄断资本主义()",并没有根本改变垄断资本主义的性质,是资本主义经济制度内的经济关系调整并没有从根本上消除资本主义的基本矛盾,"一定程度上促进生产力发展的同时,也力虽了对劳动人民的录剥哨削和京夺",实质是私人垄斯资本利用国家机器来为其发展服务的手段
66,AB,国家垄断资本主义对社会总供给与总需求进行调节的主要经济手段有(),财政政策,货币政策,敞观规制,公私合营
67,ABC,"资本主义国家通过多种形式参与私人垄断资本的再生产过程,包括()","国家作为商品和劳务的采购者,向私人垄迷断企业大量订货,为私人垄断斯企业提供有保证的国家市场","国家通过各种形式的津贴和礻补助,直接、间接地资助私人垄断企业 ","国家通过社会福利开支,提高社会购买力,扩大消费需求,为私人垄斯企业创造市场条件",国家运用法律手段规范市场秩序
68,ABCD,垄断资本向世界扩展的主要经济动因是(),"将国内过剩的资本输出,以便在国外谋求高额利润","将部分非要害的技术转移到国外,以取得在别国的垄断优势",争夺商品的销售市场,确呆原材料和能源的可靠来源
69,ABC,垄断资本向世界范围扩展的基本形式有(),借贷资本输出,生产资本输出,商品资本输出,私人资本输出
70,AD,"23.各资本主义国家的垄断组织,过订立协议建立起国际垄断资本的联盟即国际垄断同盟,以便在世界范围形成垄断,并在经济上划分世界。以下说法正确的是()",国际垄所同盟在经济上瓜分世界是过垄斯组织间的协议实现的,早期的国际垄断同盟主要是跨国公司,当代国际垄断同盟的形式以国际卡特尔和国家垄断资本主义的国际联盟为王,"国家垄断资本主义的国际联盟,是国际垄断同盟的高级形式"
71,ABD,"24.为了加强对各国垄断资本的协调和制约。第二次世界大战后,国际垄断资本建立了国际货币基金组织,世界银行和世界贸易组织等国际经济机构。这些国际经济机构在协调和合作的基础上促进了经济全球化的发展,主要表现在()",加强了各国和各经济体之间的联系,推动了商品和服务贸易的迅速增口,有效应对全球性经济波动和经济危机,加快了资本和技术等要素的国际流动
72,ABC,"为了加强对各国垄断资本的协调和制约,防止彼此之间的激烈竞争可能引起的剧烈经济动荡特别是防上发生全球性经济危机,在协商和合作的基础上,国际垄断资本还建立起匡际经济调节体系,以加强国际协调。国际经济协调的具体形式包括()",各种国际经济组织,国际经济协义,地区性的经济组织和集团,跨国公司
73,ABC,"第二次世界大战以来,从事国际经济协调、维护国际经济秩序的国际性协调组织主要有()",国际货币基金组织,世界银行,世界贸易组织,联合国
74,ABD,"20世纪80年代以来,随着冷战的结束,分割的世界经济体系也随之被打破,技术,资本、商品等真正实现了全球范围的流动,各国之间的经济联系日益密切,相互合作、相互依存大大加强世界进入到经济全球化迅猛发展的新时代。促使经济全球化迅猛发展的因素有()",科学技术的进步和生产力的快速发展,出现了适宜于全球化的企业组织形式,企山业不断进行的技术创新与管理创新,各国经济体制变革供给出的有利制度条件
75,ABC,导致经济全球化迅猛发展的因素主要有(),科学技术的进步和生产力的发展,跨国公司的发展,各国经济体制的变革,发展中国家的斗争
76,ABC,"经济全球化是指生产不断发展科技口速进步,社会分工和国际分工不斯深化、生产的社会化和匡际化程度不圻是高的青况下,世界各匡、各地区的经济活动越来越超出已过和地区的范围而相互联系、相互依赖的一体化过程。经济全球化的表现包括()",国际分工进━步深化,贸易和金融的全球求化,企业生产经营的全球化,意识形态和价值观的全球化
77,BCD,"经济全球化是指在生产不断发展、科技口速进步、社会分工和国际分工不断深化、生产的社会化和国际化程度不断提高的青沉下,世界各国、各地区的经济活动越来越超出一国和地区的范目而相互联系、相互依赖的一体化过程。经济全球化的表现包括()",国际垂直分工成为居主导地位位的分工形式,贸易的全球化,金融的全球化,企业生产经营的全球化
78,ABD,当代资本主义国家经济出现的新变化主要表现在(),生产资料所有制的变化,劳资关系和分配关系的变化,改良主义政党在政治舞台上的景影响日益扩大,经济调节机制和经济危机形态的变化
79,ABCD,"第二次世界大战后,资本主义经济政治都发生了新变化。以下是这些变化的主要表现的有（)",法人资本所有制崛起并成为居主导地位的资本所有制形式,资本家及其代理人开始采取—些缓和劳资关系的激励制度,"知识型和服务型劳动者的数量不断增口,劳动方式发生了新变化",国家承担起了实现经济曾长和充分就业、保持经济稳定、提高社会福利水平以及维护市场秩序等重要职能
80,ABC,当代资本主义国家在劳资关系和分配关系上出现的新变化有（),职工参与决策,终身雇佣、职工持股,建立并实施了普及化、全民化的社会福利制度,建立职工选举管理制度
81,ABD,"伴随着生产力发展,科技进步及阶级关系调整,当代资本主义社会的劳资关系和分配关系发生了很大变化。其中资本家及其代理人为缓和劳资关系所采取的敷励制度有()",职工参与决策制度,职工终身雇佣制度,职工选举管理制度,职工持股制度
82,ABD,"与第二次世界大战之前的资本主义相比,当代资本主义生产关系中的社会阶层、阶级机构发了许多新的变化。主要表现在()。",知识型和服务型劳动者数量随科技革命不断深入而持续地增加,资本家由从前的直接生产经营者变成了以剪息票为生的食利者,职工持股和参与决策使得劳动者成为资本家集团的重要力量,高级职业经理成为资本主义社会大公司经营活动的实际控制者
83,ABCD,"资本主义自其延生以来已经走过了几百年的历史, 世界资本主义已经走过了封建资本主义、自由资本主义、垄迷断资本主义三个阶段,进入一个新阶段具有新变化,新特点:科学技术迅猛发展,生产资料所有制劳资关系、分关系、经济调节机制、经济危机形态以及政冶度都发生了变化,其中,社会阶层和阶级结构的变化表现在()",资本家的地位和作用发生变化,资本所有权和经营权发生分,大公司经营活动的实际控制者是高级职业经理人,知识型和服务型劳动者的数量不断增口
84,ACD,"当代资本主义国家在经济调节机制变化的同时,经济危机形态也发生了变化,主要表现在()",危机各阶段的交替过程不如过去明显,危机的根源不同于以往,经济危机的四个阶段之间的差别有听减弱,"金鬲融危机频繁发生,对整个经济危机的影响强"
85,AC,"第二次世界大战结束以来,随殖着国家垄斯资本主义的形成和发展资产阶级国家对经济进行的干预明罡加虽,从而使得资本主义社会的经济调节机制发生了显著变化,与这种变化相适应,经济危机形态也发生了很大变化。其主要表现是()",经济危机更多地表现为金融危机的频繁发生,经济危机通常由国家间的贸易失衡直接引发,经济危机各阶段的交替过程已不十分明显,经济危机的破坏作用只局限于发达资本主义国家
86,ABCD,当代资本主义国家在政冶制度上的变化表现在(),国家行政攻机构的权限不断加强,"政冶制度出现多元化的趋势,公民权利有所扩大",重视并强法制建设,改良主义政党在政治舞台上的景影响日益扩大
87,ABD,"资本主义的政治制度是在资本主义社会的经济基础上产生的,它反映了资本主义的经济关系,反映了政冶上占统治地位的资产阶级的要求。二战后,资本主义政治制度也出现了一系列变化,表现在()","政冶制度出现多元化的趋势,公民权利有所扩大",重视并强法制建设,两极分化和社会对立加剧,改良主义政党在政治舞台上的景影响日益扩大
88,ABC,"当代资本主义出现新变化的原因是多方面的,主要有()","科学技术革命和生产力的发展,是资本主义变化的根本推动力量","工人阶级争取自身权力斗争的作用,是推动资本主义变化的重要力量",社会主义制度初步显示的优越性对资本主义产生了一些影响,主张改良主义的政党对资本主义制度的改革动了资本主义统治的根基
89,AB,"由于科学技术革命和生产力的发展等因素的共同作用,当代资本主义的经济政治都发生了一系列新变化。这些新变化是深刻的,其意义也是深远的。但从实质上看,这些新变化()",从根本上说是人类社会发展一般见律和资本主义经济规律作用的结果,"是在资本主义制度基本框渠内的变化,资本主义生产关系的根本性质没有发生变化","触动了资本主义统冶的根基,改变了资本主制度的性质",说明马克思主义关于资本主义的基本原理失效了
90,ABC,"对第二次世界大战后,资本主义新变化的认识,正确的有()",当代资本主义发生的变化从根本上说是人类社会发展一般规律和资本主义经济规律作用的结果,当代资本主义发生的变化是在资本主义制度基本框架内的变化,这些变化没有改变资本主义制度的本质并没有克服资本主义的基本矛盾,这些变化将使资本主义自动地走向社会主义
91,ABCD,"在2008年国际金危机的影响下,西方国家的经济生活、政治生活和社会民生等方面都出现了各种问题。以下属于这些问题的有()","虚拟经济和实体经济严重脱节,实体经济呈现空心化发展趋势","政党利益可能驾于国家利益至上,西式选举难以选贤","社会贫富差距不断扩大,中产阶层萎缩","社会矛盾不断敖化,群体性和恶性事件增多"
92,ABCD,"与封建社会相比,资本主义制度的历史进步性主要表现在()",促使科学技术转变为生产力,追求剩余价值的动力和竞争的压力推动了生产力发展,资本主义政治制度促进和完善了资本主义生产方式,资本主义意识形态促进和完善了资本主义生产方式
93,ABD,"垄断资本主义的发展为向社会主义过渡准备了物质条件,主要表现在()",产社会化,管理社会化,经济全球化,资本社会化
94,ABC,"资本主义的历史进步性不能掩盖其自身的历史局限性,其表现有()",资本主义基本矛盾阻碍社会生产力的发展,"资本主义制度下财富占有两极分化,引|发经济危机","资本家阶级支配和控制资本主义经济和政治的发展和运行,不断激化社会矛盾和冲突",资本主义制度提高了社会生产力
95,BCD,"资本主义社会中生产力的发展和生产社会化程度的提高为社会主义制度的建立准备了完备的物质基础,()",因而资本主义制度将自行灭C二,并不意味着资本主义制度将自行灭亡,但社会主义战胜资本主义还是要经过长期和反复的斗争,因而社会主义代替资本主义是必然的历史趋势
96,ABCD,"马克思指出:""无论哪━个社会形态,在它所能容纳的全部生产力发挥出来以前,是绝不会灭亡的。”社会主义最终取代资本主义,需要经历━个很长的历史时期,这是因为()",资本主义发展的不平衡衡性决定了过渡的长期性,"资本主义生产关系还有调整的余地,在一定程度上允许生产力继续发展",落后国家首先走上社会主义道路在物质技术基础上超过资本主义需要相当长的时期,"任何社会形态的存在都有相对稳定性,从产生到衰亡都要经过相当长的间跨度"
97,BCD,"资本主义必然为社会主义所代替,并不意味着资本主义将在短期内自行消亡。资本主义向社会主义的过渡必然是一个复杂的、长期的历史过程,其原因在于()",任何社会形态的存在都有绝对稳定性,资本主义的发展具有不平衡性,资本主义社会具有一定的自我调节能力,当代资本主义的发展还显示出生产关系对生产力容纳的空间
98,ABD,"资本主义在全世界范围被社会主义代替是━个很长的历史过程,在这个过程中两种社会制度的国家()",可能相互交往,"可以和平共处,但也存在斗争",不存在和平共处的可能性,可平等互利地发生经济联系
99,ABCD,资本主义为社会主义所代替的历史必然性表现在(),资本主义的内在矛盾决定了资本主义必然被社会主义所代替,资本积累推动资本主义最终否定资本主义自身,国家垄断资本主义为向社会主义过渡准备了条件,资本主义生产关系的调整促进了生产力的发展
100,ACD,社会主义代替资本主义是一个(),长期的历史过程,隐蔽的历史过程,曲折的历史过程,复杂的历史过程
