0,1,2,3,4,5,6
28,B,28.物质资料的生产方式体现的关系是(),自然物质与社会存在的关系,人与自然、人与人的关系,主体与客体的关系,物质与意识的关系
29,D,29.在意识形态中居于核心的 是(),哲学,道德,宗教,政冶法律思想
30,C,"30.社会存在决定社会意识,社会意识是社会存在的反映，社会意识具有相对独立性。社会意识相对独立性最突出的表现是()",社会意识各种形式各自具有其历史继承性,社会意识内部各种形式之间的相互作用和影响,社会意识对社会存在具有能动的反作用,社会意识与社会存在发展的不完全同步性
31,C,"31.历史唯物主义关于生产力范畴的理解,正确的是()",生产力是标志人类认识和改造主观世弄与客观世界的能力的范畴,生产力是标志人类改造旧的社会制度、创立新的社会制度的能力的范畴,生产力是标志人类利用自然、改造自然、从自然界获取物质资科能力的范畴,生产力是标志人类进行政冶斗争、生产斗争和科学实验能力的范畴
32,C,32.哲学的生产力范畴是标志(),人们认识世界能力的范畴,人门用物质手段作用于劳动对象的能力范畴,"人类征服自然改造自然,从自然界获取物质资料的能力范畴",人类生产实践的发展水平能力范畴
33,D,33.生产力所体现的关系是(),人与人的关系,物与物的关系,人与生产工具的关系,人类社会与自然界的关系
34,A,34.区分社会经济时代的客观依据是(),生产工具,生产关系,社会制度,科学技术
35,D,"35.生产力是━个复杂的系统,在它的构成要素中最活跃的是哪一个()",生产工具,生产资料,劳动对象,劳动者
36,C,36.先进生产力的集中体现和发展标志是(),劳动者,劳动对象,科学技术,管理方式
37,D,"37.在人类社会中,最基本的关系是()",血缘关系,法律关系,思想关系,生产关系
38,D,38.生产关系所体现的是生产过程中(),人与自然界的关系,人与人的政治关系,人与人的思想关系,人与人的经济关系
39,C,39.判断━种生产关系是否先进的标志是(),公有制还是私有制,公有制水平的高低,是否适合生产力的状况,劳动产品分配是否公平
40,B,40.生产关系是人门在生产过中结成的(),人与自然的关系,人与人的物质利益关系,管理与彼管理的关系,分工协作关系
41,A,41.在生产关系中起决定作用的是(),生产资料所有制关系,产品的分配形式,人们在生产过程中的地位和相互关系,交换和消费关系
42,C,42.生产关系━定要适合生产力状况的规律是(),只对资本主义社会发生作用的规律,某些社会发展的共有规律,在一切社会中都起作用的规律,阶级社会中的普扁规律
43,D,"43.马克思说:""手推磨产生的是封建主为首的社会,蒸汽磨产生的是工业资本家为首的社会。”这句话揭示了()",生产工具是衡量生产力水K平的重要尺度,科学技术在生产工具变革中具有重要作用,社会形态的变革有一定的顺序,生产力的性质和变革决定生产关系的性质和变革
44,D,44.生产关系适合生产力发展状`况规律的内容是(),生产力是社会发展的最终决定力量,先进生产关系对生产力发展起巨大推动作用,生产关系和生产力由适合到不适合再到新的适合的过程,生产力决定生产关系和生产关系反作用于生产力的统-
45,C,45.在生产力和生产关系这对矛盾中(),生产关系是生产力的物质基出,生产力落后于生产关系的变化,产力决定生产关系,生产关系可以超越生产力的发展水平
46,C,"46.马克思指出:“无论哪一种社会形态在它所容纳的全部生产力发挥出来以前,是决不会灭亡的;而新的更高的生产关系,在它的物质存在条件在旧社会的胎胞里成熟以前,是决不会出现的。""这段话表明()",生产关系是社会发展的基础,产力是社会发展的基础,产力决定生产关系,产关系可以脱离生产力
47,C,47.生产力的发展引起生产关系的改变是),自觉过程与人的自发活动的统一,自发过程与人的自发活动的统一,自发过程与人的自觉活动的统一,自觉过程与人的自觉活动的统一
48,A,48.无产阶级政党制定正确路线、方针、政策的理论依据是(),生产关系必须适合生产力性质的规律,生产力必须适合生产关系性质的规律,生产关系超越生产力发展的规律,生产力落后于生产关系的规舰律
49,D,49.生产方式是(),生产力各要素的有机统-,生产关系各方面的有机统-,经济基础与上层建筑的统-,产力与生产关系的统-
50,B,50.经济基础是指(),现实存在的一切生产关系的总和,一定历史阶段上占统冶地位的生产关系各方面的总和,生产力各要素的总和,生产关系与上层建筑的总和
51,C,51.一定的社会上层建筑由两部分组成(),政冶制度与军队、警察武装力量,生产关系与政治制度,政冶的上层建筑与思想的上层建筑,政权与政冶法律制度和设施
52,B,52.政冶上层建筑的核心是(),文学艺,国家政权,政党结构,哲学思想
53,C,53.我国社会主义政冶上层建筑的核心是(),社会主义的政冶法律观点,共产主义的道德和理想,人民民主专政的国家政权,马克思列宁主义、毛泽东思想、中国特色社会主义理论
54,B,54.上层建筑是指),社会意识形态,建立在一定经济基础之上的政冶法律制度设施组织和相应的社会意识,政冶法律制度,国家政权
55,A,"55.相当于上层建筑而言,占统治地位的生产关系是()",经济基出,生产力,经济命脉,科学技术
56,B,56.政治上层建筑中的物质设施属于(),政冶关系,思想的物质时属物,纯粹的观念形态,经济关系
57,D,"57.党的十一届三中全会以来,由于路线、方针、政策的正确我国经济得到迅速发展,现在GDP(国内生产总值)已经跃居世界第二。这说明()",上层建筑决定经济基础的性质,上层建筑决定经济基础的发展方向,上层建筑是由经济基础决定的,上层建筑对经济基础具有能动反作用
58,C,58.上层建筑对社会发展作用的性质取决于(),国家政权的阶级属性,社会生产力的发展水平,它所服务的经济基础的性质,社会意识的性质和发展水平
59,B,"59.生产关系或经济基础的变化,不仅取决于生产力的变化,而且受之于社会意识形态和政治法律制度即上层建筑的变化。这句话是()",主观唯心主义的观见点,历史唯物主义的观见点,历史唯心主义的观见点,机械唯物主义的观见点
60,A,"60.2011年4月,耶鲁大学出版了《马克思为什么是对的》一书,书中列举了当前西方社会10个典型的歪曲马克思主义的观点。其中一种观点认为马克思主义将世间万物都归结于经济因素艺术、宗教政治、法律、道德等都被简单地视为经济的反映对人类历史措综复杂的本质视而不见,而试图建立一种非黑即白的单一历史见,上述观点是对马克思主义关于经济基础和上层建筑辩证关系思想的严重歪由,其表现为()",把经济作为社会的基础所具有的归根到底的决定作用歪曲为唯一决定作用,把上层建筑与经济基础怕的相互作用歪曲为机械的单向作用,把意识形态对社会历史始终具有的积极能动作用歪曲为消极被动作用,把社会历史发展多重因素的宗合作用歪曲为单一因素决定论
61,D,61.在整个上层建筑中居于核心的是(),国家元首,意识形态,政党,国家政权
62,D,62.在意识形态中居于核心的 是(),道德,哲学,宗教,政冶法律思想
63,D,"63.上层建筑对社会发展是否起促进作用,取决于)",它是否适合于各种经济制度的需要,它是否能有效地为自己的经济基础服务,它是否能保护广大人民群众的根本利益,它F所斤维护的经济基础是否适合生产力发展的客观要求
64,B,64.人类社会发展的基本规律是(),产方式内部的矛盾规律,生产力和生产关系、经济基础和上层建筑之间的矛盾运动规律,社会存在和社会意识的矛盾规律,物质生产和精神生产的矛盾规律
65,D,65.人类社会的基本矛盾是(),人与自然的矛盾,阶级矛盾,国家、民族之间的矛盾,生产力和生产关系、经济基础和上层建筑的矛盾
66,B,"66.党的十九大指出,中国特色社会主义进入了新时代,我国社会主要矛盾已经转化为()",上层建筑同经济基础之间的矛盾,人民日益曾长的美好生活需要和不平衡不充分发展之间的矛雪,人民群众日益增茶馆的物质文化需要同落后的社会生产之间的矛盾,生产力同生产关系之间的矛盾
67,C,67.人类社会发展和进步的最终决定力量是(),生产关系,经济基出,生产力,杰出人物
68,D,"68.阶级不是从来就有的,任何时候阶级""都是自己时代的经济关系的产物”。那么么,阶级产生的直接原因()",一部分人对另一部分人的暴力掠夺,社会产品的分配不均,剩余产品的出现,生产资料私有制的形成
69,B,"69.在阶级社会中,社会关系的实质是()",生产关系,阶级关系,思想关系,人的自然属性
70,D,70.我国社会主义初级阶段阶级斗争的状况是(),已不存在,越来越激烈,只存在于人民内部,"总的趋势是趋于宿小,减引弱和缓和"
71,D,71.阶级斗争是阶级社会发展的(),根本动力,唯一动力,最终动力,直接动力
72,C,72.阶级斗争对阶级社会发展的推动作用突出表现在(),生产力的发展,生产关系的变革,社会形态的更替,科技的进步
73,C,"73.美国经过南北战争直接过渡到资本主义社会;日耳曼人没有经过奴隶社会直接过渡到封建社会;俄国从原始社会过渡到哇封建社会,再从封建社会通过列宁领导的十月革命进入社会主义社会;中国从半封建、半殖民地直接过渡到社会主义社会,这些历史事实说明)",社会形态的更替是没有规律可言的,社会发展是不存在共同道路的,社会发展是客观必然性与主体选择性的统一,社会发展是前进性与曲折性的统一
74,D,74.关于阶级斗争作用的说法不正确的是),阶级斗争是阶级社会发展的直接动力,阶级斗争的作用要社会条件的制约,"阶级斗争的作用既可以发生在社会形态的更彗中,又可可以发生在同一社会形态的量变过程中","阶级斗争不论在什么条件都是中是社会发展的推动力,要天天井"
75,D,75.国家是代表(),全国社会成员利益的,广大人民群众利益的,少数剥削阶级利益的,统冶阶级利益的
76,C,76.区分国家的类型和本质的根据是(),人口多少,须土的大小\,国体,政体
77,A,77.国家的实质是(),统台阶级的暴力工具,社会各阶级矛盾的调节者,社会生产的组织者和指挥者,全体社会成员的代表
78,B,"78.""民主和少数服从多数的原则不是━个东西。民主就是承认少数服从多数的国家""应该理解为()",民主是一种国家制度,民主是手段不是目的,国家的实质是少数服从多数,民主是国体不是政体
79,D,"79.""在共同生活和共同劳动中,需要有━个为公共利益服务的机构,这就是国家。国家的目的是利用社会力量去谋求社会的福利。”这一观点()",突出了国家的对内职能,突出国家是特殊公共权力的设立,忽视了国家的对外职能,抹杀了国家的阶级本质
80,A,"80.资本主义制度是在欧洲而并非在封建制度高度发展完善的中国等东方国家首先取得胜利,社会主义制度首先是在俄中等经济文化相对落后的国家而并非在欧美等较发达的资本主义国家获得成功。这说明了)",社会形态的更替具有前进性、曲折性和跨越性的锌证特点,"社会形态的更替完全是人们主动选择的结果,至多有机遇或者运气的成分",社会形态更替的规律性完全是人们主观臆想的结果,"生产力不能决定生产关系,生产关系也不决定上层建筑"
81,B,"81.""社会形态的发展是自然历史过程"",指的是()",社会形态的发展与主体的选择无关,社会形态的发展是一种合乎规律的锌证运动过程,社会形态的发展是纯屯粹自发的过程,社会形态的发展与自然界的发展完全一样
82,C,82.资产阶级意识形态的理论基础是(),法律前面人人平等,抽象的人性论,利己主义,私有财产神圣不可侵犯
83,B,83.社会改革和社会革命都根源于(),统冶阶级和被统冶阶级之间的矛盾,生产力和生产关系之间的矛盾,剥削阶级和被剥削阶级之间的矛盾,统冶阶级内部各政治派别之间的矛盾
84,D,84.社会革命是(),社会各阶级之间的经济斗争,社会各阶级之间的政治斗争,社会各阶级之间的武装斗争,先进阶级推翻反动阶级的国家攻权的斗争
85,B,"85.从历史上看,暴力革命是社会革命的)",唯一形式,基本形式,辅助形式,必要形式
86,C,"86.改革在历史上具有普遍性,它是()",社会制度更替的一种形式,统冶阶级向被统治阶级妥协,对社会体制进行改善和革新,革命阶级推翻反动阶级统冶的斗争
87,D,87.我国社会主义社会的改革是(),改变社会主义的基本经济制度,改变社会主义的基本政治制度,改变社会主义的经济运行形式,社会主义制度的自我完善
88,A,"88.社会变革的成功,是以()",解放和发展生产力为根本标志的,政权易手为根本标志的,无产阶级队伍的壮大为根本标志的,发展高新技术为根本标志的
89,C,89.社会革命根源于(),人口太多,少数英雄人物组只暴动,社会基本矛盾的尖锐化,先进思想和革命理论的传播
90,C,90.社会主义改革的根本目的在于(),改变社会主义制度,解放和发展生力,实现社会公平,完善社会主义制度
91,B,91.社会改革是社会发展进程中的(),质变,量变,爆发式飞跃,非爆发式飞跃
92,D,"92.马克思认为,科技是""历史的有力杠杆"",是""最高意义上的革命力量”。这句话表明)",科技革命决定人类社会的历史进程,科技革命是社会发展的动力和源泉,科技革命对人类社会发展只有正效应没有负效应,科技革命推动人类社会的历史进程
93,C,"93.在个人还是人民群众是历史的创造者问题上,历史唯心主义的根本错误在于()",承认伟大人物的思想动机在历史发展中的作用,承认政治权力和暴力在历史发展中的作用,否认人民群众推动历史发展的决定性作用,否认英雄和群众共同创造历史
94,B,"94.人民群众之所以是历史的创造者,最根本的原因在于()",人民群众是社会成员中的大多数,人民群众是社会生产力的体现者,人民群众具有先进的思想,人民群众的创造作用是无限的
95,A,95.党的根本宗旨是(),全心全意为人民服务,大力发展生产力,提高人民的生活水平,建立社会主义和谐社会
96,B,96.无产阶级政党的根本观点是(),阶级观见点,群众观点,民主观点,法治观点
97,D,97.群众观点和群众路线的理论基础是(),社会存在决定社会意识的观点,人心向背的常识,"水能载舟,亦能覆舟的古训川",人民群众是历史创造者的原理
98,C,"98.""历史不过是追求着自己目的的人的活动而已”指的是()",所有的人和阶级都是历史的创造者,历史是人的思想发展史,人们自己创造自己的历史,历史是人门任意创造的
99,C,"99.人民群众创遣历史的活动受到一定社会历史条件的制约,其中最根本的条件是()",人门的实践水平,科学文化水平,经济条件,人们的思想素质
100,B,"100.马克思主义的历史唯物论是决定论的,这说明)",它不承承认人类主体的能动性选择,人类社会的发展具有客观见必然性,它是一种机械唯物论,它是一种经济决定论
101,C,"101.“历史必然性的思想也丝毫不损害个人在历史上的作用:全部历史正是由耶些无疑是活动家的个人的行动构成的。""这一观点属于()",英堆史观,唯心史观,唯物史观,宿命论
102,A,102.人民群众创造历史的活动首先是(),生产活动,政冶活动,精神活动,科学活动
103,D,"103.人类是社会的主体,历史活动就是人的活动,因此人可以()",创造社会发展规律,消灭社会发展规律,改变社会发展规律,认识和利用社会发展规律
104,A,"104.""在社会发展过程中,人民群众是历史的'剧中人′,英雄人物是历史的‘剧作者'“,这一观点属于()",历史唯心主义观点,历史锌证法见点,历史唯物主义观点,历史决定论见点
105,B,"105.认为""人们在创造历史的活动中,谋事在人,成事在天""，这一观点是()",揭示了人的能纭动性的发挥受规律的制约的正确观点,否认了社会规律的客观性的猎误观点,强调客观规律下的主体具有能动性的正确观点,否认了人的主体自觉能动性的错误观点
106,A,"106.历史人物分为杰出人物和反动人物,杰出人物是()",对历史发展起促进作用的伟大人物,特指无产阶级的伟大政冶家和思想家,特指被压迫阶级的政治代表人物的,特指代表劳动人民利益的理论家
107,B,"107.""英雄造时势”是()",形而上学唯物主义观点,历史唯心主义观点,历史唯物主义观点,庸俗唯物主义观点
108,A,"1O8.""话说天下大事,合久必分,分久必合”属于()",宿命论,英堆史观,唯物史观,诡辩论
109,C,109.“任何英雄人物的历史作用都不能超出他们所处的历史条件所许可的范围”是(),宿命论观点,机械论观点,唯物史观见点,历史循环论观点
110,D,110.对历史人物的评价原则是(),坚持为现实服务的原则,坚持为政冶服务的原则,坚持传统观念的原则,坚持历史主义与阶级分析的原则
111,C,111.杰出人物产生的条件是(),社会政治条件与经济条件的统-,理论活动和实践活动的统-,历史的必然性与偶然性的统-,个人自我奋斗的结果
112,D,"112.""时势造英雄”说明()",英堆的出现是必然的,英堆没有阶级性,英堆都具有历史局限性,英雄的出现是必然与偶然泊的统-
113,B,113.正确评价历史人物的方法是(),古为今用方针,历史分析方法,彻切底批判的革命精神,全盘否定的分析方法
114,C,114.英雄史观的理论出发点是主张(),人是社会历史的主体,人的意识对社会存在具有能动的作用,社会意识决定社会存在,社会运动受偶然性支配
115,C,"115.""坚持以人民为中心""的理论基础是唯物史观关于()",总体的人在总体的历史过程中的主体地位的原里,人的本质是一切社会关系的总和的原理,人民群众是历史的创造者的原理,人民群众的活动受到社会历史条件制约的原理
116,C,"116.人民群众是历史的主体和历史的创造者,这个观点的理论出发点是()",社会革命是历史的火车头原理,生产力是社会发展的最终决定力量原理,社会存在决定社会意识的原理,社会意识相对独立性原理
117,D,117.唯物史观考察人的本质的出发点是(),自然界,生产力,人,社会关系
118,A,118.社会革命的根本问题是(),国家政权问题,发展生产力,改变|日的生产关系,改变日的见念
119,A,"119.""每一个社会时代都需要有自己的伟大人物,如果没有这样的人物,它就要把他们创造出来。”这种观点()",正确说明了杰出人物的产生和作用,属于英雄创造历史的唯心史观,否认了人民群众在历史发展过程中起决定性的作用,违背了当的群众观点和群众路线
120,B,"120.列宁指出:""世界历史发展的一般规律,不仅丝毫不排斥个别发展阶段在发展的形式中顺序上表现出特殊性,反而是以此为前提的。”这说明()",社会历史发展无规律可言,社会历史发展是统一性和多样性的统一,社会历史发展是客观必然性与主体选择性的统,社会历史发展是前进性和曲折性的统一
121,C,"121.卢梭在《论人类不平等的起源和基础》中说道:""我认为,在人类的一切知识中,最有用但也最不完善的矢知识就是关于人的矢Q识。""马克思的唯物史观破解了人是什么这一""斯芬克斯之迷"",马克思在《关于费尔巴哈的提纲》中指出,人的本质在其现实性上是()",自然属性和社会属性的内在统-,所有人共同属性的既括,─切社会关系的总和,自由理性的外化
122,A,122.人类区别于动物的根本标志是(),制造使用工具,具有宗教信叩,具有语言文字,具有思想意识
123,C,"123.资产积极思想家以""理性”、""人性”是否客观及实现程度作为社会进步的尺度。马克思主义哲学则认为,社会进步的尺度是客观的、宗合性的,其中社会进步的最高标准是()",文化的发展程度,人的全面发展和解放程度,生产力的高度发展,社会和谐的程度
124,A,"124.由于社会内部的基本矛盾及其他矛盾与外部各种因素、条件的作用,使━个民族的发展表现为由多种可能性构成的“可能性空间"",哪种可能性能实现,取决于主体的自觉选择。一个民族进行历史选择的直接动机是()",民族利益,民族交往,对历史必然性的把握,对本民族特点的把握
125,C,"125.历史发展是""合力”作用的结果,这就是说()",历史发展无规律可循,历史发展是无法认识的,历史发展的因素是复杂的,"社会中的每个人不都是""合力""的一部分"
126,D,126.地理环境),是社会发展的决定力量,决定社会形态的更替,决定社会的性质,是社会生存与发展的必要条件
127,B,"127.在生产力和生产关系的矛盾运动中,生产关系是()",活跃的、革命的因素,相对稳定的因素,决定生产力性质的因素,始终推动生产力发展的因素
128,C,128.判断一种生产关系是否先进的根本标志是(),社会化大生产还是个体小生产,生产资料公有制还是生产资料私有制,促进生产力发展还是阻碍生产力发展,封闭的自然经济还是市场经齐
129,B,129.生产关系是指人与人之间的(),道德关系,经济关系,政冶关系,思想关系
130,D,"130.先进的社会意识之所以对社会存在起促进作用,在于()",它不完全受具体的社会存在和社会实践的制约,它有相对独立性,意识形态诸形式之间的相互协调,它符合了社会发展的客观见规律
131,A,131.社会意识的本质特点在于(),"它是社会存在的反映,具有相对独立性",它是全社会人的共同意识,它具有鲜明的阶级性,它是独立于社会存在之外的精神实体
132,D,132.社会物质生活条件是指),自然界,人口因素,地理环境,地理环境、人口因素和生产方式的总和
133,A,133.则度生产力水平的客观尺度是(),劳动工具的状况,劳动对象的广度和深度,劳动者的主体素质,劳动产品的数量和质量
134,A,134.划分不同性质的社会制度的根本标准是(),占统冶地位的生产关系的性质,产力的发展水平,科学技术水平,国家政权的性质
135,D,"135.马克思主义哲学创立之后,开始出现了()",唯物论与唯心论的对立,可知论与不可知论的对立,锌证法与形而上学的对立,唯物史观与唯心史观的对立
136,B,"136.列宁说:“意识到自己的奴隶地位而与之作斗争的奴隶,是革命家,没有意识到自己的奴隶地位并过着默犬默无言、浑浑噩噩、忍气吞声的奴隶,是十足的奴隶。对奴隶生活的各种好处津津乐道对和善的好主人感敖不尽以至垂延次滴的奴隶是又才,是无耻之徒。“这三种奴隶的思意识之所以有如此巨大的差异,是由于)",人的社会意识并不都是社会存在的反映,人的社会意识与社会存在具有不一致性,人的社会意识的各种形式之间相互作用,人的社会意识具有历史继承性
137,D,"137.大众心理影响经济走势,能正确解释这一现象的观点是()",社会意识对社会存在具有决定作用,社会心理可以左右社会发展方向,只有正确的社会意识才能影响社会发展,社会意识反作用于社会存在
138,A,"138.马克思指出,判断━个变革时代不能以该时代的意识为依据,相反,这个意识必须从物质活的矛盾中去解释。这里的""物质生活的矛盾”从根本上 说是()",社会生产力和生产关系的现存冲突,经济基础与上层建筑的现存`冲突,人类社会与自然界的现存冲突,社会存在与社会意识的现存`冲突
139,D,"139.""地理环境是人类社会赖以存在和发展的必要前提之-"" 这是()",地理环境决定论的观点,形而上学唯物主义的观点,历史宿命论的观点,历史唯物主义的观见点
140,B,"140.社会意识对社会存在的反作用,必须通过()",思想斗争和阶级斗争实现,人民群众的实践活动实现,先进思想战胜落后思想实现,社会意识诸形式之间的相互作用实现
141,D,141.劳动对象是指),人类活动所面对的一切客观事物,整个自然界,劳动半成品,劳动过程中所能加工的—切物质资料的总和
142,D,142.“蒸汽、电力和自动纺织机甚至是比叱巴尔贝斯、拉斯拜尔和布朗基诸位公民更危险万分的革命家。“这一论断的含义是(),科技革命是对统冶阶级的极大威胁,科技革命对变革社会制度具有直接的决定作用,"滥用科技革命的成果会对人类造成""危险”",科技革命导致社会政治革命
143,B,143.社会形态是(),生产力和生产关系的统一,同生产力发展一定阶段相适应的经济基础和上层建筑的统一体,社会存在和社会意识的统-,物质世界和精神世界的统-
144,B,144.“人定胜天”的观点),表明人在自然面前无所作为,错吴理解人与自然的关系,准确把握了人与自然的关系,夸大了自然界的客观性
145,B,"145.""文化蕴藏着巨大的力,这种力不同于物理学上的力,物理的力是人类用来化自然界的,文化的力是用来化自身的。这-说法表明)",文化是历史进步的源泉,文化具有培育和塑造人的功能,文化构造了人的本质,文化是社会发展的主导力量
146,B,146.无产阶级政党的根本观点是(),阶级观见点,群众观点,民主观点,法治观点
147,A,147.群众路线的基本出发点和最终归宿是(),"""━切为了群众""","""━切依靠群众""","""从群众中来"" ","""到群众中去"" "
148,B,148.先进生产力的集中体现和主要标志是(),劳动者,科学技术,管理方式,劳动对象
149,A,"149.“吃、喝、住、穿,这是人生的第一需要""的观点属于()",历史唯物主义的观见点,历史唯心主义的观见点,利己主义的见点,庸俗唯物主义的观见点
150,A,"150.马克思指出,判断━个变革时代不能以该时代的意识为依据,相反,这个意识必须从物质活的矛盾中去解释。这里的""物质生活的矛盾”从根本上 说是()",社会生产力和生产关系的现存冲突,经济基础与上层建筑的现存`冲突,人类社会与自然界的现存冲突,社会存在与社会意识的现存`冲突
151,ABCD,"1.社会意识可以分为社会心理和社会意识形式,下列属于社会意识形式的有)",科学,政冶思想,哲学,艺术
152,AD,2.下列属于意识形态的有),艺术,习俗,科学,宗教
153,ACD,3.下列属于社会意识的有),情感,人力资源,习俗,数学
154,ABCD,4.关于阶级和阶级斗争表述正确的有(),阶级斗争是阶级利益根本`冲突的对抗阶级之间的对立和斗争,阶级是一个历史范畴,阶级是一个经济范畴,"阶级斗争是阶级社会客观存在的必然现象,并贯穿于阶级社会的全部发展过程"
155,BD,"5.""人们自己创造自己的历史,但是也们并不是随心所欲地创造,并不是在他们自己选定的有条件下去创造,而是在直接碰到归的、既定的、从过去继承下来的条件下创造。”(《马克思恩格斯斤选集》第1卷,人民出版社,1995年第2版,第585页).这段话体现 了那些观点()",创造历史的人们的意识决定了社会历史发展,人们创造历史的活动要受到社会历史条件的制约,社会历史的发展与人们的主观动机没有直接联系,社会历史是由有意识、有目的的人的活动及其结果构成的
156,ABCD,6.下列哪一项发生作用时会受到生产状况和社会因素的制约(),地理环境,科学技术,天才人物,人口因素
