0,1,2,3,4,5,6
15,C,15.感性认识的突出特点是(),具体性,抽象性,直接性,间接性
16,B,16.感性认识的形式是(),概念、判断、推理,感觉、如觉、表象,分析、综合,总结和既括
17,C,17.理性认识的形式是(),感觉、如觉、表象,感觉、分析、综合,概念、判断、推理,识记、联想、判断
18,C,18.感性认识和理性认识的根本区别是（),"感性认识是可靠的,理性认识是不可靠的","感性认识来源于实践,理性认识来源于书本","感性认识是对现象的认识,理性认识是对本质的认识","感性认识来源于直接经验,理性认识来源于间接经验"
19,D,19.感性认识与理性认识所反映的是(),第━性与第二性的关系,主体与客体的关系,原因与结果的关系,事物现象与本质的关系
20,B,"20.""凡是在理性中所有的,最初无不在感觉之中"",这一观见点（)",揭示了感性认识与理性认识的辩证关系,揭示了感性认识是认识的基础,否认了理性认识是对感性认识的发展和飞跃,否认了感性认识在认识过程中的重要作用
21,D,"21.古希腊哲人提出:没有理性,眼睛是最坏的见证人。对这句话分析正确的是()",揭示了感性认识是整个认识的起点,揭示了感性认识和理性认识是辩证统一的,认为理性认识可以脱离感性认识而存在,"强调了理性认识的重要作用,否认了感性对认识的作用"
22,C,22.对于哲学史上长期争论不休的唯理论和经验论两大派别的正确评价是（),"唯理论是正确的,经验论是错误的","经验论是正确的,唯理论是错误的",唯理论和经验论各有片面的真理性,唯理论和经验论都是完全错误的
23,B,"23.""听其言必责其用,观其行必求其功”这种观点是（)",强调认识对实践的作用,强调实践对认识的检验作用,认为认识可以脱离实践,认为实践可以脱离认识
24,D,24.承认我们知识的相对性就（),必然归结为诡辩论,必然归结为怀疑主义,必然归结为不可知论,可以防止认识的僵化
25,B,"25.“人的思维是否具有真理性,这并不是一个理论的问题,而是━个实践的问题。人应该在实践中证明自己思维的真理性,即自己思维的现实性和力量,即自己思维的此岸性。”这一论断说明了()",实践是认识的来源和动力,实践是检验认识是否具有真理性的唯一标准,实践检验真理不需要理论指导,认识活动与实践活动具有同样的作用和力量
26,C,"26.""没有抽象的真理,真理总是具体的”这一命题强调（)","真理是感性的直观,不是理性的抽象","真理的内容是客观的,形式是主观的",同一对象的真理性认识只有━个,真理是与人的具体利益相联系的
27,C,"27.列宁说:""没有革命的理论，就不会有革命的行动""。这一命题的含义是（)",革命理论比革命行动更重要,革命运动是革命理论的派生物,革命理论对革命实践具有指导作用,革命理论最终决定革命运动的成败
28,B,"28.马克思认为:“理论一经掌握群众,就会变成物质的力量”说明()",实践对理论具有决定作用,理论对实践具有指导作用,理论比实践更为重要,实践比理论重要
29,A,"29.认识始于直接经验,这是()",认识论的唯物论,认识论的辩证法,认识论的不可知论,认识论的形而上学
30,C,"30.马克思指出:""搬运夫和哲学家之间的原始差别要比家犬和猎犬之间的差别小得多,它们之间的鸿沟是分工造成的。""这表明（)",人的聪明才智无先天区别,人的聪明才智的大小主要取决于主观努力的程度,人的聪明才智主要来源于后天实践,人的聪明才智由人的社会政台地位决定
31,C,31.真理和谬误的界限在于（),是否符合人的利益和愿望,是否符合马克思主义,是否反映了客观事物的本质和规律,是否为大多数人所接受
32,B,32.真理的绝对性是指它的（),具体性,客观性,终极性,全面性
33,A,"33.真理观上的相对主义,错误在于（)","夸大真理的相对性,否认真理的绝对性","夸大真理的绝对性,否认真理的相对性","只讲真理的客观性,否认真理的相对性",认为关于同一对象真理性的认识只有━个
34,A,"34.""公说公有理,婆说婆有理”与""仁二者见仁,智者见智”这两种说法()",都是对客观真理的否定,都揭示了真理具有主观性,"前者是对客观真理的否定,后者揭示了认识主体的差异性","前者揭示了认识主体的差异性,后者是对客观真理的否定"
35,C,"35.实践基础上的理论创新,是（)",决定了社会发展趋势,决定着社会变革力度,社会发展和变革的先导,━个国家兴旺发达的最终源泉
36,C,"36.""拿事实来说话""这一名言体现的哲理是()",实践是认识的来源,实践是认识发展的动力,实践是检验真理的标准,时间是认识的目的
37,B,"37.辩证唯物主义认为,认识的本质是()",主体对各种认识要素的建构,主体通过实践对客体的能动反映,主体对客体本质的内省,主体对客体信息的选择
38,B,"38.根据认识的发展规律,在认识的""熟知""与""真知""问题上的正确观点是()",熟知即真知,熟知不等于真知,熟知起源于真知,熟知必然转化为真知
39,D,"39.实践高于理论的认识,是因为实践具有()",普遍性,绝对性,客观实在性,直接现实性
40,A,"40.黑格尔说过,对于同━句格言,出自饱经风霜的老人之口和出自缺乏阅历的青少年之口,其内涵是不同的。这主要说明()",感性认识是理性认识的基础,理性认识是感性认识的基础,人们获得感性经验的重要性,感性认识高于理性认识
41,D,"41.一种认识是不是真理,要看它()",能否满足人的需要,能否被多数人认可,能否付诸实践,能否在实践中最终取得预期的交效果
42,B,42.实践与认识的关系是(),感性认识与理性认识的关系,决定作用与反作用的关系,物质与意识的关系,主体与客体的关系
43,C,"43.在人与世界的相互作用中,人与世界同时得到了改变,并日益丰富。造成这一变化的基础是()",自然界自身的运动,人的意识的能动作用,人的实践活动,工具的制造与使用
44,D,"44.人的视觉器官有感觉外界物体的 光和颜色的功能。可见光的波长范围一般是380nm(纳米)到780nm,称为可见光谱。在可见光普范围内,不同波长的辐射使人感觉到不同颜色,一般来说,700nm为红色,580nm为黄色,51Onm为绿色,470nm为蓝色,40Onm为紫色。这种现象表明()",人只能认识外界物体作用于感官形成的感觉,人的感官听具有的生理阈限是人的认识能力的界限,人的感觉中包含着对外界事物信息的选择、工和转换,人所形成的关于事物的感觉是人自身生理活动的结果
45,D,"45.""当━个杰出的老科学家说什么是可能的时候,他差不多总是对的;但当他说什么是不可能的时候,他差不多总是错的。“ 这一名言的哲学意蕴是（)","在科学研究中,经验是不可靠的",事物的可能性是因人而异的,"世界上一切事物只有可能性,没有不可能性","每代人所获得的真理性认识,既有绝对性,又有相对性"
46,C,"46.尼葛洛庞蒂在《数字化生存》中有━句箴言:""预测未来的最好办去就是把它创造出来”。从认识与实践的关系来看,这句话对我们的启示是()",认识总是滞后于实践,实践是认识的先导,实践高于认识,实践与认识是合一的
47,A,"47.""只有音乐才能敖起人的音乐感,对于没有音乐感的耳朵说来,最美的音乐也毫无意义。""这表明()",人的认识是主体与客体相互作用的过程和结果,人的感觉能力决定认识的产生和发展,人的认识能力是因人的生理结构决定的,事物因人的感觉而存在
48,D,"48.""知屋漏者在宇下,知政失者在朝野。""这一古训蕴含的哲理是()",人的经验是判断是非得失的根本尺度,直接经验比间接经验更重要,感性认识高于理性认识,人民群众的直接经验即实践是认识的重要基础
49,D,"49.在听完一位成功的企业家讲课后,一些来自企业的学员感到有些失望,便问他:""你讲的那些内容我们也差不多知道,可为什么我们之间的差距会那么大呢?""这位企业家回答说:“那是因为你们仅是知道,而我却做到了,这就是我们的差别。”这句话表明了实践高于理论认识,因为实践具有()",普遍有效性,客观规律性,主体能动性,直接现实性
50,D,50.1978年关于真理标准大讨论是━场新的思想解放运动。实践之所以成为检验真理的唯一标准是由(),真理的主观性和实践的客观性所要求的,真理的相对性和实践的决定性所预设的,真理的属性和实践的功能所规定的,真理的本性和实践的特点所决定的
51,C,51.唯物主义认识论和唯心主义认识论的根本区别是(),"前者是可知论,后者是不可知论","前者是直观反映论,后者是能动反映论","前者坚持从物到感觉和思艮认识路线,后者坚持从思想和感觉到物的认识珞线","前者承认认识来源于实践,后者不承认认识来源于实践"
52,C,"52.""观念的东西不外是移入人的头脑并在人的头脑中改造过的物质的东西而已""这是（)",主观唯心主义的见点,客观唯心主义的见点,锌证唯物主义的见点,形而上学唯物主义的观点
53,B,53.辩证唯物主义认识论的首要的基本观点是(),唯物主义的观点,实践的观点,矛盾的观点,普遍联系的观点
54,C,54.感性认识反映的是(),事物的本质和规律,内部联系,外部联系和表面特征,事物的本质和全体
55,A,55.理性认识反映的是事物的 （),内部联系和全体的本质,外部联系和表面特征,生动具体的外部开形象,现象
56,D,"56.实际工作中的教条主义,违背了感性认识和理性认识的锌证关系原理,犯了()",类似以经验论的错误,类似以诡论的错误,类|似以相对主义的错误,类以唯理论的错误
57,B,"57.我们感觉到一个苹果的形状、大/小、颜色、轻重、气味、滋味和软硬等各种属性,直接在 意识中把它们按苹果本来的面目结合起来,就形成了这个苹果的整个感性形象,这种反映形式是()",感觉,知觉,表象,概念
58,C,58.人类获得知识的途径是(),只要参加实践,只要刻苦读书,既参加实践又要认真读书,依靠灵感和机遇
59,D,59.对━个复杂事物的正确认识往往需要经过(),"由感性认识到理性认识,再由 理性认识回到感性认识","由感性认识到理性认识,再由 理性认识回到实践","由实践到认识,再由认识到实践地一次完成","由实践到认识,再由认识到实践的多次反复"
60,C,"60.""建设有中国特色的社会主义必须尊重知识,尊重人才”。这一思想体现的辩证唯物主义认识论的原理是()",理性认识依赖于感性认识,理论来源于实践,科学理论对实践有指导作用,认识具有反复性、无限性、上 升性
61,B,"61.认识所以能够不断发展,归根结底是由于()",科学家们不断的创造发明,社会实践的需要,自然科学和社会科学的不断发展,人们追求知识的强烈愿望
62,C,62.认识的最终目的在于(),发现真理,揭示客观规律,改造世界,创立科学理论
63,C,63.感性认识和理性认识统-的基础是(),社会发展规律,客观物质世界,社会实践,物质统一性
64,A,64.由感性认识上升到理性认识的进程是(),积极能动的过程,消极被动的过程,完全自发的过程,主观随意的过程
65,D,"65.在认识问题上，""跟着感觉走”是()",唯物主义思想的表现,不可知论思想的表现,机械唯物论的观点,否认理论对实践的指导作用
66,C,66.真理就是(),客观事物及其规律,对人有用、能满足人们需要的理论,人们对客观事物及规律的正确认识,为大多数人普遍赞成的思想形式
67,B,"67.""真理和谬误的对立,只是在非常有限的范围内才有意义""是（)",形而上学的观见点,唯物锌证法去的观点,诡辩论的见点,相对主义的观点
68,C,68.真理与谬误之间的相互关系是(),在任何情况下都是绝对对立的,没有相互转化的可能性,在一定条件下可以互相转化,两者之间没有原则区别
69,A,"69.""真理是人造的供人使用的工具”的看法是（)",主观唯心主义,客观唯心主义,锌证唯物主义,机械唯物主义
70,A,"70.""真理是思想形式,是人类经验的组织形式”这是（)",主观唯心主义真理论,锌证唯物主义真理论,客观真理论,形而上学真理论
71,D,"71.""此亦一是非,彼亦一是非""的命题,其含义是（)",强调真理的客观性,否认真理的客观性,强调真理具有客观标准,否认真理具有客观标准
72,A,"72.""对客观事物的反映即是真理”,这是（)",混淆了真理性认识与一般认识的错误观点,锌证唯物主义的真理观,—切唯物主义的真理观,混淆了真理的客观性与规律客观性
73,B,"73.认为真理既是绝对的又是相对的,这是真理问题上的()",唯物论,锌证法,历史观见,二元论
74,D,"74.承认我门的一切知识具有相对性,就会()",陷入诡辩论,导致怀疑主义,防止相对主义,防止绝对主义
75,D,"75.""谬误在一定条件下可以转化为真理”,这种观点是()",相对主义的观点,唯物主义的观见点,诡辩论的见点,锌证唯物主义的见点
76,D,76.真理和谬误的界限在于(),"真理是有用的,谬误是有害的","真理是对外部世界的反映,谬误是主观自生的","真理是绝对的,谬误是相对的",是否正确反映了客观事物及其规律
77,B,77.真理的客观性是指(),真理是人类经验的组织形式,真理的内容及其检验标准是客观的,真理对实践的指导作用是客观的,真理的形式是客见的
78,C,78.检验认识真理性的唯一标准是(),多数人的意志,先进思棋,社会实践,逻辑推理
79,D,"79.实践之所以是检验真理的唯━标准,就实践自身的特点而言因为()",它是对人类有用的活动,它是多数人参的活动,它是具有主见性的活动,它是具有普遍性和直接现实性的活动
80,B,"80.实践和理论的认识都有普遍性的优点,而实践又高于理论的认识,这是因为实践还有()",绝对性的优点,直接现实性的优点,客观的物质性,能动性的特征
81,D,"81.社会实践是检验认识真理性的标准,这是()",主观唯心主义承认的,客观唯心主义承认的,─切唯物主义都承认,只有锌证唯物主义承认
82,D,"82.列宁在谈到检验真理哩的实践标准时指出:""这个标准也这是样的'不确定',以便不至于使人的矢知识变成'绝对',同时它又是这样的确定,以便同唯心主义和不可知Q论的一切变种进行无情的斗争。”这句话说明()",实践不是检验真理的唯一标准,实践标准并不可靠,实践标准是不确定的,实践标准是绝对性和相对性的统一
83,B,83.思维的起点是(),感觉,概念,判断,推理
84,A,84.彻底的唯心主义者都认为（),世界是可可认识的,世界是不可认识的,"人们只能认识现象,不能认识本质",认识是消极被动的反映
85,B,85.认识的主体是(),进入实践活动的具体事物,从事认识活动的人,人的主观意识,电脑
86,D,86.认识客体是(),客见精神本身,人的意识本身,自然界的一切存在物,进入实践领域和主体发生联系的客观事物
87,C,87.对不可知论最令人信服的驳斥在于(),指出人们可以通过感觉反映世界,指出本质和现象是同一的,把科学的实践观弓引|入认识论,指出感性认识和理性认识的辩证关系
88,A,88.唯心主义的认识论根源是（),主观同客观、认识同实践相分裂,世界观和方法论相分裂,锌证法和唯物主义相分裂,自然观和社会观相分裂
89,A,"89.在感性认识和理性认识的关系上,唯理论的错误在于()","夸大理性认识的重要性,否认或轻视感性认识的作用","夸大感性认识的重要性,否认或轻视理性认识的作用",把感性认识和理性认识等同起来,"认为感性认识是可靠的,理性认识是不可靠的"
90,A,"90.意识中形成的关于客体的个别特征,这种反映形式是()",感觉,知觉,表象,概念.
91,D,90.唯心主义认识论的特点是:(),诡辩论,经验论,唯理论,先验论
92,B,91.认识过程的第一次飞跃是（),从实践到感性认识,从感性认识到理性认识,从理性认识回到感性认识,从理性认识再回到实践
93,D,92.认识过程的第二次飞跃是（),从实践到感性认识,从感性认识到理性认识,从理性认识回到感性认识,从理性认识再回到实践
94,B,93.相对主义在真理问题上(),坚持绝对真理寓于相对真理之中,否定了真理的绝对性,强调了真理是━个过程,反对把如识凝固化
95,D,"94.""凡真理都是客观见真理”这是()",形而上学见点,锌证法观点,客观唯心主义观点,唯物主义反映论见点
96,C,"95.""有用即真理”，这是()",马赫主观点,形而上学见点,实用主义见点,唯物主义见点
97,C,"96.人的认识是否具有真理性,就在于()",它是否能被大多数人所接受,它是否有用,它是否与客观实际相符合,它是否是不证自明的
98,A,"97.检验认识的真理性,就是检验()",主观认识同客观事物及其规律是否符合,主观认识是否清析明白,主观认识是否和党的方针、政策相一致,认识和理论是否相一致
99,B,"98.客观事物本身是检验认识是否具有真理性的标准,这是()",锌证唯物主义的正确观点,形而上学唯物主义的观点,客观唯心主义的见点,一切唯物主义的基本观点
100,C,99.实践标准的不确定性是指（),实践不是检验真理的唯一标准,实践作为检验真理的标准具有唯一性,实践作为检验真理标准的条件性,实践作为检验真理的标准是相对拍的
101,D,"100.""在我们的视野之外,存在完全是一悬而未决的问题。""这是()",唯物主义见点,唯心主义见点,可知]论观点,不可知论见点
102,C,"101.恩格斯指出""人的思维最本质和最切近的基础,正是人所弓|起的自然界的变化,而不单独是自然界本身""这说明()",认识是主体的反映,认识是客体的反映,认识是在实践基础上主体对客体的能动反映,认识内容和模式是由客体提供的
103,A,"102.""行之明觉精察处便是知,之真发笃实处便是行""这说明了()",知和行是对立统一的关系,行先知后的关系,口行合一,知易行难
104,B,"1O3.在阶级社会中,真理的根本属性是()",阶级性,客观性,主观性,相对性
105,C,"104.人类活动的""两个尺度”是指()",认识与实践,真理与谬误,真理与价值,抽象与具体
106,A,1O6.价值尺度充分体现了人类活动的(),目的性,规律性,客观性,主观性
107,D,1O7.作为哲学范畴的价值是指（),物对于人的有用性,凝聚在商品的中的无差别人人类抽象劳动,主客体之间的意义关系,客体对于人及社会所具有的积极意义
108,C,"1O8.价值以主体的欲望、情感、兴趣直接相关,而与客体无关。这一观点属于()",马克思主义价值论,客观价值论,主观价值论,先验价值论
109,D,"109.马克思主义认为,主客体之间的价值关系是指（)",主体对客体的物质欲望和要求,主体对客体的能动反映,主体对客体的改造和变革的结果,客体对于主体的有用性和效益性
110,C,"110.在抗击""新冠”的斗争中,许多患者被治愈后又捐出自己的血浆用于治疗其他患者,这说明()",人的价值只体现在特定的场合和行为中,人的价值必须以满足个人需要为前提,人的价值是在满足自身和他 人的需要中实现的,人的价值表现了人的能力的 大小\
111,D,"111.在人的发展和社会发展的关系问题上,马克思主义认为()","前者是个人的理想,后者是社会的目的","前者体现了个人价值,后者体现了人的社会价值",两者是彼此独立的历史发展过程,两者互为前提和基础
112,B,"112.“房子是用来住的,不是用来炒的”表明:()","住房的价值取决于自身属性,与人类的需求无关",正确的价值判断和选择要自觉站在人民群众的立场上,人民群众在价值选择基础上能够做出正确的价值判断,价值观对人们认识和改造世界具有重要促进作用
113,B,113.马克思主义认识论的根本要求是(),实事求是,—切从实际出发,解放思想,坚持唯物辩证法
114,D,"114.重视理论创新,必须反对（)",经验主义,先验论,绝对主义,教条主义
115,ABCD,1.实践的中介系统包括（),人的肢体延长、体能放大的工具系统,人的感官和大脑延伸、智力放大的工具系统,进入主体认识和实践范围的各种物质系统,在思维中把对象的某种属性、因素抽取出来的逻辑方法与操作系统
116,ABC,2.主体与客体相互作用的过程包括以下环节（),确定实践目的和实践方案,通过一定的实践手段把实践方案变成实际的实践活动,"通过反馈和调节,使实践目的、手段和结果按━定方向运行",通过改造主观世界而支配客观世界的运行
117,BD,3.马克思主义认识论与唯心主义认识论的区别在于是否承认（),世界的可知性,客观事物是认识的对象,认识发展的锌证过程,社会实践是认识的基础
118,ABCD,4.实践在认识中的决定作用表现在（),实践是认识的目的,实践是认识的动力,实践是认识的来源,实践是检金认识真理性的唯一标准
119,BCD,5.能动的反映论与机械反映论的主要区别在于（),是否承认客观事物和人的思想是认识的对象,是否承认检验认识真理性的标准是实践,是否承认实践在认识中的决定作用,是否承认认识是一个充满矛盾的辩证过程
120,ACD,"6.""批判的武器当然不能代替武器的批判,物质的力量只能用物质的力量来摧毁,理论一经群众掌握,也会变成物质力量。”这一论断的哲学思想是（)",理论对实践具有指导作用,理论不能代替实践,理论本身就是物质的力量,理论的作用可以通过实践表现出来
121,ABC,7.下列观点中包含实践对认识的决定作用原理的是（),没有调查就没有发言权,"百闻不如一见,百见不如━干","不登高山,不知天之高也;不临深溪,不知地之厚也",机遇偏爱有准备的头脑
122,ABC,"8.""感觉到了的东西,我们不能立刻理解它,只有理解了的东西,才能更深刻地感觉它”,这一观点说明（)",感性认识对于认识事物的本质没有任何帮助,"感性认识具有局限性,有待于上升为理性认识","感性认识是认识的初级阶段,理性认识是认识的高级阶段",感性认识和理性认识是相互依存和渗透的
123,ACD,9.理性认识向实践飞跃的意义在于(),理论接受实践的检验,理论可以改变事物发展的总趋势,理论可以指导实践,理论在实践的发展中得到发展
124,ACD,"1O.""按图索冀""的错吴在于（)",理论脱离实际,经验论,教条主义,唯理论
125,ABD,"11.""单凭观察所得的经验,是决不能充分证明必然性的。这是如此正确,以至于不能从太日总是在早晨升起来判断它明天会再升起。”恩格斯这段话的含义是（)",感性认识有待于上升为理性认识,感性认识具有局限性,事物的必然性与感性、经验性毫无关系,归纳方法不是万能的
126,BC,"12.马克思主义认为,认识的锌证过程是（)",从间接经验到直接经验的转化,从具体到抽象再到具体的上升运动,实践一认识一实践的无限循环往复,从相对真理到绝对真理的发展
127,BC,"13.""没有抽象的真理,真理总是具体的”这一命题的含义是 （)",真理的认识不需要抽象概括,真理有其话用的具体范围和条件,真理不是抽象不变的公式,真理是具体生动的事实
128,ABCD,"14.实践是检验真理的唯一标准,在于()",实践具有直接现实性的品格,实践具有普遍性的特点,实践是联系主观和客观的桥梁,实践是主观见之于客观的活动
129,BC,"15.十月革命胜利后列宁指出:""对俄国来说,根据书本争论社会主义纲领的时代已经过去了,我深信已经一去不复返了。今天只能根据经验来谈社会主义。"" 对这句话的正确理解是（)",社会主义建设不需要任何纲领,应该在实践中不断丰富发展社会主义理论,必须由实践来检验社会主义理论,对社会主义的认识应该由经验代替理论
130,BC,"16.列宁说:“只要再多走一小\步,仿佛是向同一方向迈的—小步,真理便会变成错吴。""这说明（)",真理和谬误没有确定的界线,真理和谬误的对立只有在非常有限的领域内才有绝对的意义,真理和谬误在一定条件下可以转化,沿着真理的方向继续前行会使真理变成谬误
131,ABCD,"17.━个正确的思想,往往需要经历由实践到认识、认识到实 践的多次反复才能形成,这是因为()",认识主体存在着自身的局限性,事物的本质的暴露是━个过程,人的认识受社会历史条件的限制,认识是━个过程
132,BCD,18.真理原则和价值原则的区别是(),"真理原则侧重于主观性,价值原则侧则重于主体性","真理原则侧重于客体性,价值原则侧则重于主体性","真理原则说明人的活动的客观制约性,价值原则表男人的活动的目的性","真理原则体现了人的活动中的统一性,价值原体现了社会活动中的多样性"
133,ABCD,19.下列观点体现真理和价值的证关系的有（),"真理既是制约实践的客观尺度,又是实践追求的价值目标之一","遵循真理尺度就要按科学规律办事,遵循价值尺度就要满足人的需要",价值的形成和实现以坚持真理为前提真理又必然是具有价值勺,实现价值是人们追求真理的目的价值追求引导人们去探索真理
134,ABCD,20.价值的特性是（),客观性,主体性,社会历史性,多维性
135,ABCD,21.价值的客观性在于（),真理的客观性决定了价值的客观性,人的需要具有客见性,满足人的需要的对象具有客观性,满足人的需要的过程和结果具有客观性
136,CD,22.下列说法正确的有（),真理是具体的就是说真理是唯一的,价值是抽象的就是说价值是多维的,主体结构和规定的复杂性导致主体的价值关系的全面性、多维性,真理的具体性是说真理有其适用的具体范围和条件
137,ABCD,23.真理和价值的对立统一关系表现在（),实践是检验真理和价值的共同标准,实践与价值在实践和认识活动中是相互制约、相互引|导、相互促进的,"真理原则侧重于客体性、条件性、统一性,价值原则侧重于主体性、目的性、多样化","价值的形成和实现以坚持真理为前提,而真理又必然是具有价值的"
138,ABC,"24.对待马克思主义,必须（)",解放思想、实事求是、与时俱进、求真务实,坚持实践创新和理论创新,"把马克思主义作为进一步研究的出发点和供这种研究的方法,而不是教义",把马克思主义作为永恒真理只能坚持不能发展
139,BCD,"25.全面贯彻切锌证唯物主义和历史唯物主义的思想路线,必须（)",把马克思主义作为永恒真理,坚持一切从实际出发,在实践中坚持真理和发展真里,正确认识世界和改造世界
140,BCD,"26.认识世界和改造世界是评证的统一,表现在（)",认识的任务归根到底在于解释世界,"认识的任务不仅在于解释世界,更重要的在于改造世界","要有效地改造世界,必须正确地认识世界",认识和改造客观世界的过程也是认识和改造主观世界的过程
141,BD,27.人类在客观世界面前所处的两种不同的社会活动状态是 （),必然,必然王国,自由,自由王国
142,ABCD,"28.科学家对1994年夏发生的慧星撞击木星的天文现象进行了准确的预报和大量的观察研究,这一事实表明()",世界是可可认识的,人类对宇宙的认识正在不断深化,人类对宇宙的认识是无止境的,现代科学手段在认识宇宙中有着巨大作用
143,ABCD,"29.马克思主义认识论认为,主体与客体关系的内涵包括()",实践关系,认识关系,价值关系,审美关系
144,CD,"30.━位科学家说:""我们今天生活着的世界,与其说是自然世界,还不如说是人造或人为的世界。在我们的周围,几乎每样东西都刻刘有人的技能的痕迹。""这段话应理解为()",人造的或人为的世界是唯一存在的世界,现实世界是人类精神的创造物,人类世界是人的实践活动对象化的结果,自在自然日益转化为人化自然
145,ABCD,"31.在认识活动中,情感、意志、想象等非理性因素是()",非认识、非逻辑因素,起敷发和调控的作用,筒理性因素相互作用、相互影响,受理性因素的决定与制约
146,BCD,32.人对物质世界的实践把握是在实践的运行过程中实现的其基本环节有(),区分实践活动的主客体,确立实践目的和实践方案,"实践主体依据目的、方案,借助手段作用于客体","完成、检验和评价实践活动的结果,进行反馈调节"
147,BC,"33.深圳青年歌手丛飞在8年时间内,捐资上百万元资助很多贫困山区的失学儿童,而自身却是患癌症,负债17万元,有人这样评价他:“丛飞能够从帮助别人的过程中得到快乐。”丛飞的行为表明()",人的价值不包含个人的价值选择和目标设计等主观方面,人的价值大小取决于对社会的贡献,"人的价值不仅表现在物质方面,更表现在精神方面",社会价值的实现总是以个人价值的牺牲为代价
148,ABCD,34.实际工作中的教条主义是（),片面夸大书本知识的作用,犯了类|似以唯理论的错误,一种主观主义,否认了真理的相对性
149,ABD,"35.19世纪英国作家惠兹里特说:""━个除了书本以外一无所知如的纯粹学者,必然对书本也是无知的。""与这句话在内涵上相一致的名言还有()","纸上得来终觉浅,绝此事要躬行","尽信书,则不如无书","感觉到了的东西我们不能立刻理解它, 只有理解了的东西才能更深刻地感觉 它",饱经风霜的老人与缺乏阅历的少>年对同一句格言的理解是不同的
150,ACD,"36.邓小平说:""农村搞家庭联产承包这个发明权是农民的,农村改革中的好多东西都是基层创造出来的,我们把它拿来工提高作为全国的指导。”这对我们实现思想理论创新具有普遍指导意义,它要求我们()",要以解放思想为先导,打破一切理论的约束,关注生活实践的需要,尊重人民群众的诉求
151,ABC,"37.华罗庚生前曾说:“我们最好把自己的生命看作是前人生命的延续,是现在人类共同的生命的一部分,同时也是后人生命的开端。如此延续下去,科学就会一天比一天更灿烂,社会就会一天比一天更美好。”这段话对我们如何实现人的个人价值的教益是()",个人价值的实现与社会价值的实现是统一的,个人价值的实现是一个历史过程,个人价值的实现是社会价值实现的归宿,个人价值的实现和个人生命的长短相一致
152,BD,"38.列宁说:""一切科学的(正确的、郑重的、不是荒唐的)抽象,都更深刻、更正确、更完全地反映着自然""。这句话说明（)",感性认知对于把握事物的本质和全体是无关紧要的,正确的理论才能更深刻地反映事物的全体和本质,━切理论都能深刻地反映事物的全体和本质,"反映事物全体和本质的理性认知,更接近于客观真理"
153,BCD,"39.认为""真理是思想形式,是人类经验的组织形式"",是具有""普扁意义”的""社会的组织起来的经验”。这种观点()",承认真理的客观性,否认真理的客观性,把真理看作主观意识范围的 东西,认为多数人承认的就是真理
154,ACD,"40.下列关于""自由”的认识正确的有()",必然是自由的限度,自由就是顺应自然,自由是对必然的认识和对世界的改造,自由是有条件的
